comment,date
"Excellent ! Bel hôtel des boutiques et situé au centre de la ville. Bon service de chambre et le buffet du dîner. J'adore des Hilton en général. Le personnel était excellent. Casino laisse un peu à désirer, mais ils n'ont. Aucune attente à l'arrivée et au départ.", juin 2017
"Superbe hôtel, belle architecture, grande classe à l'ouverture. Hélas. Qu'est-il devenu maintenant ?", février 2007
"J'ai sejourne plisuers fois pendant les annees 2008 et 2009 dans cet hotel. C'est le meilleur hotel de Yaounde, en etant femme, pas le choix. Les cahmbres sont bien, mais l'hotel n'etant frequente que par des hommes en voyage d'affaires, l'ambiance est etrange, sans compter le ballet de dames qui arrivent vers 21heures, heure a laquelle vaut mieux s'enfermer dans sa chambre. Le personnel est corrompu t demande de dessous de table des qu'un probleme arrive. Le buffet, d'un assez mauvaus rapport qualite prix, mais la, encore, pas le choix. La solution, demander l'etage business (plus cher) ou de charmantes dames fournissent un service de qualite et vous eviterez les harcelements", janvier 2009
"Venu pour une conférence, prévue sur trois nuits, j'ai eu de retard par suite de problèmes de compagnie aérienne: la réservation avait été maintenue et je n'ai eu que deux nuits facturées. Personnel d'accueil trés agréable, accueillant, discret et raisonnablement rapide. Chambre confortable, bien équipée, propre et calme alors que l'hôtel est situé au centre ville. Environnement apprécié. Restauration de bonne qualité, même si assez banale. Ne pas manquer le bar du 11 ètage, au coucher du soleil: coktails classiques, qui aident à se changer les idées. Attention toutefois à la maintenance: certains équuipements sont manifestement âgés.", janvier 2010
"Hotel moyen pour la chaine Hilton.  S'il est bien situé, cet hotel manque cruellement d'une touche de classe et de service pour etre qualifié de ""standing"".  Personnel courtois, cependant, je me suis retrouvé avec des boissons facturées dans le mini-bar, de l'internet facturé jamais consommé... bref, attention a la facture finale qui comporte des services jamais utilisé !  Par ailleurs, le prix de l'internet est incroyable : pas loin de 10 euros pour 1 heure !  Chambres sympathiques, mais propreté a revoir...", août 2009
les membres du staff qui ont rendu mon sejour agreable: -Veronique a la reception -Michelle a la reception -Dorisse au bar  -Ursule la dame de chambre -Augustin de la securite -Jean-Mari le chauffeur de la navette, avril 2017
Personnel chaleureux. Cuisine fantastique Recommander pour un voyage d'affaire La sécurité est robuste Very appreciated. Recommended for business trip. In the heart of the capital. Robust security with two checkpoint. , avril 2017
"Très bon accueil, hotel bien situé en centre ville, bon restaurant, hotel adapté aux rencontres d'affaires et un bon SPA pour se détendre..  RDV d'affaires aisés et bon standing. Très bon salon exécutive au 8eme Hotel très sécurisé", avril 2017
"Hotel trop onéreux pour son standing, un service peu professionnel et des équipes non qualifiés pour le métier de l'hotelerie.  Je ne suis pas sur que l'hotel doit etre un 5 etoiles. je ne conseillerai pas cet hotel à des professionnels. merci", avril 2017
Très bel hôtel qui a toutes les commodités requises pour un Etablissement de cette classe; par contre les prix se doivent d'être quelque flexibles surtout si le voyage n'est pas professionnel.Je recommanderais évidemment cet hotel., avril 2017
"le domaine petpenoun est un site magnifique. Il est très calme et reposant. Semtotour recommande vraiment ce lieu où le dépaysement est garanti. Plusieurs activités y sont proposés notamment la pétanque, vélo, etc.", mai 2019
"Site très calme pour ceux qui recherchent le calme . Rien de plus a dire . J’ai passé une expérience  horrible . Personnel de chambre qui viennent à 16h quand on est entrain de dormir pour passer un coup de ballet. Les serveuses qui pas accueillent et désagréable. Service nul de chez nul . En plus de ça on se sent pas à l’aise là. Vu que c’était un club de riche français à la base , les personnes qui viennent sont membres du club et se prennent unpeu la tête . Pas de bonjour. Et même quand tu dis bonjour , ils ne répondent pas . Je suis venu en sachant que j’allais faire 5 jours . Mais au bout de 2 jours j’en pouvais plus . Cadre très ennuyeux et pas chaleureux", décembre 2019
"Les boukarous de bord de plage sont spacieux et bien décorés, Equipé d'un lit de 2,40 de large, eau chaude, salon. Le restaurant propose une carte variée et fraîche. Le personnel est attentif et toujours prêt à répondre à nos demandes. Des activités multiples sont disponibles et bine encadrées. De très belles promenades a faire en dehors du domaine et de tous niveaux de difficultés. Le golf n'est pas du tout entretenu et les 6 trous restants ne permettent pas de jouer réellement, il vaut mieux oublier cette activité. Nous venons d'y passer 4 jours avec zero défauts.", février 2019
"A éviter a tous prix. Site tenu par des opportunistes vulgaires et mal-aimables. Je conseille fortement d'aller ailleurs surtout pour visiter un si bel endroit que le Cameroun. Vacances gâchées, la prochaine fois nous irons ailleurs.", septembre 2018
"Ici nature, calme, promenade, sport et bien loin du stress. Au milieu de la savane, on vous accueille avec le sourire. Après ce sont les alleas de l'Afrique, électricité et eau pas toujours disponible. Mais le cadre rattrape le reste c'est assuré. Faites un tour sur la montagne en face, pas besoin de guide et en haut la vue est magnifique. Le cheval est un peu collant mais pas méchant. Juste lui expliquer lol ", juin 2018
"L’hôtel est beau et propre mais les personnel sont très désagréable. Surtout une serveuse “Stéphanie “ qui servait le 2 janvier 2019 qui a été très impolie envers nous et pas professionnel, durant tt la journée au restaurant. J’espère que les responsables de l’hôte feront quelque chose . Sinon vous avez déjà perdu une cliente.", janvier 2020
"Très bon hôtel, qui se distingue très nettement de l'offre locale. Tous les détails sont bien pensés et rien n'est laissé au hasard, la propreté et l'entretien sont irréprochables. Beaucoup de style et de classe, un vrai 4 étoiles. Petit bémol le petit déjeuner, le jus de bissap ou de gingembre c'est sympa mais au petit déjeuner un vrai jus d'orange c'est bien aussi, et la confiture et le miel seraient bienvenus aussi pour accompagner le pain. ", novembre 2019
Agréablement surpris par le confort la propreté et la gentillesse des personnels de cet hôtel.  Confort des chambres à mentionner.   Petit dejeurner minimaliste mais cela n'empêche pas les 5 étoiles méritées de cet établissement. , juillet 2019
Je recommande impérativement si vous êtes de passage à bafoussam. Certes les prix me paraissent excessif pour le reste le calme et la courtoisie feront passer cette pillule maintenant il s'agit pour cet hôtel de maintenir ce standard. , mai 2019
"Excellent accueille, plein de fraîcheur, un excellent endroit pour passer un bon moment calme... Le standing faisant un excellent mariage entre modernité et traditionnel... Un service de chambre impeccable, et une cuisine s'adaptant à nos caprices..j'y reviendrais !", janvier 2018
"Même pas la peine, un motel pas un hôtel. Si vous séjournez à Foumban. Svp cherchez ailleurs car vous serez très déçus si vous vous y aventurez. Dans ses conditions le retour à la réalité va être brutale.", mai 2019
"Nachdem der Inhaber im Dezember 2014 verstorben war, hatte sich das Personal wohl noch nicht von dem Schicksalsschlag erholt. Der Empfang war eher ""zurückhaltend"", die Zimmer nicht sehr ansprechend. Unklar war, ob Frühstück angeboten werden könne. Das Restaurant war jedenfalls geschlossen.", janvier 2015
"Excellent, personnel remarquablement professionnel et amiable. Le restaurant Vendredi et samedi propose des menus et une ambiance générale trés agréables. WIFI trés rapide, video call sans aucun problem de bande passante.", avril 2017
"J etais venu il y a deux ans. C etait un sejour deplorable. Aujourd hui accueil parfait , chambre impeccable , insonorisation parfaite , un accueil parfait au restaurant , au bar , a l accueil.  Seule note assez negative le prix des cafes et des boissons au bar qui doit depasser le prix des consommations sur les champs elysees ... donc ca c est juste excessif voire abusif .  Sinon c etait vraiment tres bien . ", avril 2017
"Rapport qualité prix non justifié l'équipe essaie de faire de son mieux mais l'ensemble n'est pas efficace. Faut aussi revoir les prestations une à une, un client habituel ne doit pas quitter avec un mauvais vécu ", mars 2017
"Très bon hotel, un peu cher pour le pays et ce que reçoivent les personnels de service Piscine spacieuse, propre mais de structure un peu vieille Cuisine gastronomique de qualité française  Accueil par son nom dès le deuxième jour", mars 2017
"Pas beauoup de choix à Yaoundé mais le rapoort qualité prix du hilton Yaoundé est très mauvais. Le fait que vous soyez un très ancien client ne vous donnera pas d'avantage particulier, vous allez payer très cher pour un service ordinaire.", mars 2017
"J'ai séjourné dans cet hôtel pour une nuit sur une visite du Cameroun.  Les installations sont assez basiques mais propres et convenables. L'hôtel est situé en retrait de la route très fréquentée mais même si j'avais une chambre face à cela, je ne peux pas dire que j'étais trop gêné par le bruit.  Le personnel était sympathique et serviable. Il y a un seul terminal Internet avaiable-gratuit d'utilisation pour les clients de l'hôtel.  La meilleure partie du séjour était le repas que nous avons pris dans le restaurant de l'hôtel qui était fantastique.", novembre 2012
Très bon accueil.  Chambre confortable. Restaurant agréable. Cuisine bonne et soignée . Personnel sympathique tant en service hôtelier que restauration.  Très bonne situation géographique pour visiter la ville., novembre 2017
